Run ID,Name,Source Type,Source Name,User,Status,activation,context_specific,enc_k1,enc_k2,enc_kernel,mode,multiple_performers,spec_k1,spec_k2,spec_kernel,best_cont_val_loss,best_perfm_val_loss,cont_bal_acc,cont_train_loss,cont_val_loss,cont_val_loss_early_stop,epoch,final_weight_variance_kurt,final_weight_variance_mean,final_weight_variance_skew,final_weight_variance_var,perfm_test_avg,perfm_test_std,perfm_train_loss,perfm_val_loss,perfm_val_loss_early_stop,rec_test_0,rec_test_1,rec_test_2,rec_test_3,rec_test_4,rec_test_5,test_ami,train_loss,val_loss,weight_variance_kurt,weight_variance_mean,weight_variance_skew,weight_variance_var
33ddfaa6ac7c4c86b7b2887f647223cd,,LOCAL,run.py,federico,FINISHED,ReLU(),False,4,1,5,velocity,True,4,4,3,,0.15607985854148865,,,,NaN,39,1.2000000000000037,1.217516547876348e-7,1.788854381999833,7.411732721763697e-14,0.15652325749397278,0.10389196127653122,0.1567094326019287,0.15562628209590912,0.15602289140224457,,,,,,,4.709609065852317e-16,0.1567094326019287,0.15562628209590912,1.2000000476837158,1.2175165409189503e-7,1.7888543605804443,7.411732767239818e-14
58e77e514c574053af9ffca9a7c47c55,,LOCAL,run.py,federico,FINISHED,ReLU(),True,4,1,5,velocity,False,4,4,3,0.27777770161628723,0.1550265997648239,0.1666666716337204,0.2777771055698395,0.27777761220932007,0.27777770161628723,39,NaN,0,NaN,0,0.15930679440498352,0.10539395362138748,0.15844829380512238,0.15489701926708221,0.1549667865037918,0,0,0,1,0,0,-1.541418646012555e-16,0.4362263083457947,0.43267470598220825,NaN,0,NaN,0
5f2b544b7cfc4ef99ac8db72dbcbb786,,LOCAL,run.py,federico,FINISHED,ReLU(),True,4,1,5,velocity,True,4,4,3,0.27777785062789917,0.15406447649002075,0.1666666716337204,0.2777771055698395,0.277777761220932,0.27777785062789917,39,1.2000000000000002,4.2283150166374145e-7,1.7888543819998317,8.939323939960728e-13,0.15433183312416077,0.10296623408794403,0.15468931198120117,0.15362027287483215,0.15400895476341248,0,0,0,0,1,0,4.709609065852317e-16,0.4324670135974884,0.4313981235027313,1.2000000476837158,4.2283150492039567e-7,1.7888543605804443,8.939323890497231e-13
b7e065526c3949dbbc6db666de2c696e,,LOCAL,run.py,federico,FINISHED,,False,4,1,5,velocity,False,4,4,3,,0.1557304412126541,,,,NaN,39,NaN,0,NaN,0,0.16013303399085999,0.10581053048372269,0.159223273396492,0.15564309060573578,0.15571096539497375,,,,,,,-1.541418646012555e-16,0.159223273396492,0.15564309060573578,NaN,0,NaN,0
5cdbb0fd131b4ae594dfdb8b5c029b58,,LOCAL,run.py,federico,FINISHED,ReLU(),False,4,1,5,velocity,True,4,2,5,,0.18545645475387573,,,,NaN,39,1.2000000000000002,2.9044286744859106e-13,1.7888543819998322,4.217852962587993e-25,0.17776471376419067,0.13345521688461304,0.18215370178222656,0.1864224374294281,0.18619972467422485,,,,,,,0.002851807279512286,0.18215370178222656,0.1864224374294281,1.2000000476837158,2.9044288133404927e-13,1.7888543605804443,4.217852891827892e-25
850da21d5a7642ea8632fd4f933568ee,,LOCAL,run.py,federico,FINISHED,ReLU(),True,4,1,5,velocity,False,4,2,5,0.27777788043022156,0.1234116479754448,0.1666666716337204,0.2777771055698395,0.2777778208255768,0.27777788043022156,39,NaN,0,NaN,0,0.1190338134765625,0.09038753062486649,0.12255784869194031,0.12335862964391708,0.12338581681251526,1,0,0,0,0,0,-1.541418646012555e-16,0.40033552050590515,0.4011363983154297,NaN,0,NaN,0
a72f3916f54b434fa673785944947c49,,LOCAL,run.py,federico,FINISHED,ReLU(),True,4,1,5,velocity,True,4,2,5,0.2758932411670685,0.1857825666666031,0.17083333432674408,0.27776989340782166,0.2757822573184967,0.2758858799934387,34,-1.4997933862239643,1.0633020981988747e-10,-0.40616515940214,6.272471105393824e-21,0.1767650991678238,0.13397999107837677,0.18135276436805725,0.1849229633808136,0.18561430275440216,0,0,0.6499999761581421,0,0,0.375,0.00495658116415143,0.45912277698516846,0.4607052505016327,1.2000000476837158,1.7059955065377302e-13,1.7888543605804443,1.4552102327470032e-25
5e90eb46d7b74763bfee0caa896bac7e,,LOCAL,run.py,federico,FINISHED,,False,4,1,5,velocity,False,4,2,5,,0.18795305490493774,,,,NaN,39,NaN,0,NaN,0,0.1808287501335144,0.13535813987255096,0.18130995333194733,0.18845480680465698,0.18828925490379333,,,,,,,0.0063261729665100574,0.18130995333194733,0.18845480680465698,NaN,0,NaN,0
313d452cccf440fe81e8bd66a93272e0,,LOCAL,run.py,federico,FINISHED,ReLU(),False,4,1,5,velocity,True,4,2,3,,0.13249598443508148,,,,NaN,39,0.06562453785104339,4.170640515947094e-8,-1.2437073649991297,4.1582789163953057e-16,0.12593889236450195,0.10556994378566742,0.13169081509113312,0.13316938281059265,0.13259512186050415,,,,,,,0.0018190809059888124,0.13169081509113312,0.13316938281059265,0.06562454253435135,4.170640366396583e-8,-1.2437074184417725,4.158279026253637e-16
5a1b61a1ceb04b0d98a802e0a4e43b68,,LOCAL,run.py,federico,FINISHED,ReLU(),True,4,1,5,velocity,False,4,2,3,0.27740204334259033,0.12868043780326843,0.1666666716337204,0.2777771055698395,0.27742505073547363,0.2774644196033478,34,NaN,0,NaN,0,0.1365557760000229,0.0951974168419838,0.14752613008022308,0.1360550969839096,0.12761761248111725,1,0,0,0,0,0,0.0019855245482176542,0.4253036379814148,0.4134799838066101,NaN,0,NaN,0
0ce1d112381845cfad44daee1c72946e,,LOCAL,run.py,federico,FINISHED,ReLU(),True,4,1,5,velocity,True,4,2,3,0.2787696421146393,0.1259775161743164,0.19465811550617218,0.2777734696865082,0.2785246968269348,0.2786462903022766,39,0.3380100272230724,0.0000382334287471669,-1.336881487002656,3.340351452538922e-10,0.11930086463689804,0.09877964109182358,0.12615832686424255,0.12524360418319702,0.1259775161743164,0,0.08461538702249527,0.800000011920929,0,0.28333333134651184,0,0.006502263713628054,0.40393152832984924,0.40376827120780945,0.3380100429058075,0.000038233429222600535,-1.3368815183639526,3.3403513288732256e-10
33abf7b0abb44ef5b6a8c872875f0b56,,LOCAL,run.py,federico,FINISHED,,False,4,1,5,velocity,False,4,2,3,,0.13445818424224854,,,,NaN,39,NaN,0,NaN,0,0.1264408379793167,0.10341885685920715,0.13213755190372467,0.13371272385120392,0.13445818424224854,,,,,,,0.0040294816717505455,0.13213755190372467,0.13371272385120392,NaN,0,NaN,0
24bffe03e4b149bcba36eed79019c10c,,LOCAL,run.py,federico,FINISHED,ReLU(),False,4,1,5,velocity,True,4,1,5,,0.1207878515124321,,,,NaN,39,0.5494813110233099,0.00021096010633796878,1.4085662349918417,6.1767650699354e-8,0.11617483198642731,0.08997419476509094,0.11922647804021835,0.120355524122715,0.12073355168104172,,,,,,,0.014630966819822788,0.11922647804021835,0.120355524122715,0.5494813323020935,0.00021096010459586978,1.4085662364959717,6.176765054988209e-8
a8faaf876c2f444ea6035ba1de26a5b5,,LOCAL,run.py,federico,FINISHED,ReLU(),True,4,1,5,velocity,False,4,1,5,0.27783018350601196,0.12517043948173523,0.1666666716337204,0.2777771055698395,0.27781203389167786,0.2778274714946747,34,NaN,0,NaN,0,0.12201912701129913,0.08928953856229782,0.14736592769622803,0.12475777417421341,0.13621282577514648,1,0,0,0,0,0,0.020800532773137093,0.4251437485218048,0.4025699496269226,NaN,0,NaN,0
7397bd8824594e7f983f1623717a6548,,LOCAL,run.py,federico,FINISHED,ReLU(),True,4,1,5,velocity,True,4,1,5,0.2775654196739197,0.12652602791786194,0.1646367460489273,0.2777758836746216,0.2778148949146271,0.2777760624885559,39,-1.4563204849107694,0.00002265867096187537,-0.47914462747897985,2.754280544483536e-10,0.11977770924568176,0.09727101027965546,0.1249019205570221,0.12595878541469574,0.12652602791786194,0,0.9461538195610046,0.01666666753590107,0.02500000037252903,0,0,0.014395790174603462,0.4026778042316437,0.4037736654281616,-1.4563205242156982,0.000022658670786768198,-0.4791446328163147,2.7542804148517064e-10
9e63c91b1d0d4c7091e36f94d9d1b8bb,,LOCAL,run.py,federico,FINISHED,,False,4,1,5,velocity,False,4,1,5,,0.14158998429775238,,,,NaN,39,NaN,0,NaN,0,0.13406670093536377,0.1065496951341629,0.1378210335969925,0.1407133787870407,0.14158998429775238,,,,,,,0.010807126760482788,0.1378210335969925,0.1407133787870407,NaN,0,NaN,0
1bd253d0a93d408fa171d7cd630e7e85,,LOCAL,run.py,federico,FINISHED,ReLU(),False,4,1,5,velocity,True,4,1,3,,0.12026035040616989,,,,NaN,39,-1.486085332332958,0.000004680116555356866,-0.6365096173382041,1.0838186159622845e-11,0.11646149307489395,0.09065957367420197,0.12121336907148361,0.11973180621862411,0.1201699748635292,,,,,,,0.00010850412945728749,0.12121336907148361,0.11973180621862411,-1.486085295677185,0.0000046801164899079595,-0.6365095973014832,1.083818625124966e-11
fa58031be9764005a63ccea9335a9860,,LOCAL,run.py,federico,FINISHED,ReLU(),True,4,1,5,velocity,False,4,1,3,0.27777788043022156,0.12346449494361877,0.1666666716337204,0.2777771055698395,0.2777778208255768,0.27777788043022156,36,NaN,0,NaN,0,0.1190338209271431,0.0903875082731247,0.12255782634019852,0.12335862219333649,0.1233658716082573,1,0,0,0,0,0,-1.541418646012555e-16,0.40033552050590515,0.4011363983154297,NaN,0,NaN,0
2a4dad2908eb47f6b9ede3c4b570259f,,LOCAL,run.py,federico,FINISHED,ReLU(),True,4,1,5,velocity,True,4,1,3,0.2758179008960724,0.12033127248287201,0.1646653562784195,0.27774718403816223,0.27577370405197144,0.27584534883499146,34,-1.485569329281111,0.000003494107361563412,-0.6289890080449437,6.071049146455835e-12,0.11597821116447449,0.0904512032866478,0.12107241153717041,0.12023258209228516,0.12045874446630478,0.06299212574958801,0,0.10833333432674408,0,0.8166666626930237,0,-0.0004681204736698419,0.39881962537765503,0.3960062563419342,-1.4855693578720093,0.0000034941074318339815,-0.6289889812469482,6.071049045430765e-12
8029a5cabbcb420dac581fef2480df34,,LOCAL,run.py,federico,FINISHED,,False,4,1,5,velocity,False,4,1,3,,0.1215500608086586,,,,NaN,39,NaN,0,NaN,0,0.11729735881090164,0.08987494558095932,0.12158006429672241,0.12041064351797104,0.1215500608086586,,,,,,,0.0020273446571081877,0.12158006429672241,0.12041064351797104,NaN,0,NaN,0
