run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.final_weight_variance_mean,metrics.perfm_val_loss_early_stop,metrics.cont_val_loss_early_stop,metrics.weight_variance_var,metrics.perfm_val_loss,metrics.perfm_test_std,metrics.final_weight_variance_kurt,metrics.weight_variance_kurt,metrics.weight_variance_mean,metrics.final_weight_variance_var,metrics.perfm_test_avg,metrics.val_loss,metrics.train_loss,metrics.test_ami,metrics.perfm_train_loss,metrics.best_perfm_val_loss,metrics.epoch,metrics.weight_variance_skew,metrics.final_weight_variance_skew,metrics.rec_test_2,metrics.cont_bal_acc,metrics.rec_test_5,metrics.best_cont_val_loss,metrics.cont_train_loss,metrics.rec_test_3,metrics.rec_test_4,metrics.cont_val_loss,metrics.rec_test_0,metrics.rec_test_1,params.enc_kernel,params.spec_kernel,params.enc_k2,params.enc_k1,params.spec_k2,params.context_specific,params.activation,params.mode,params.spec_k1,params.multiple_performers,tags.mlflow.source.name,tags.mlflow.user,tags.mlflow.source.type
a65787c17c254e3584d1802628f279b5,2,FINISHED,/home/federico/mlruns/2/a65787c17c254e3584d1802628f279b5/artifacts,2022-03-08 20:55:34.209000+00:00,2022-03-08 22:56:44.086000+00:00,4.732353416883302e-09,0.2936415374279022,0.27923792600631714,8.354582420300703e-17,0.2932204008102417,0.20577020943164825,28.247392681405465,28.247392654418945,4.73235362008495e-09,8.354582292287433e-17,0.30054202675819397,0.5730851888656616,0.5707913041114807,0.0073830788023769855,0.2930319607257843,0.29222023487091064,39.0,5.207291603088379,5.207291515092441,0.0416666679084301,0.1904771327972412,0.20909090340137482,0.27899640798568726,0.27775895595550537,0.10000000149011612,0.5249999761581421,0.2798648774623871,0.17543859779834747,0.09166666865348816,5,5,3,4,2,True,ReLU(),pedaling,4,True,run.py,federico,LOCAL
18eac5e34dcb4ab489efd574f80114db,2,FINISHED,/home/federico/mlruns/2/18eac5e34dcb4ab489efd574f80114db/artifacts,2022-03-08 18:58:24.506000+00:00,2022-03-08 20:55:33.918000+00:00,0.0,0.29033544659614563,,0.0,0.2865358293056488,0.19618643820285797,,,0.0,0.0,0.28659960627555847,0.2865358293056488,0.29553765058517456,0.004957697354257107,0.29553765058517456,0.2884218990802765,39.0,,,,,,,,,,,,,5,5,3,4,2,False,,pedaling,4,False,run.py,federico,LOCAL
ef6f93e012df4264b6e6985001d96948,2,FINISHED,/home/federico/mlruns/2/ef6f93e012df4264b6e6985001d96948/artifacts,2022-03-08 16:57:25.123000+00:00,2022-03-08 18:58:24.485000+00:00,1.6647743016828254e-13,0.2744562327861786,,2.654819917960116e-25,0.2739068269729614,0.24181397259235382,142.90183203879025,142.90182495117188,1.664774275465103e-13,2.6548198259796214e-25,0.3107026219367981,0.2739068269729614,0.2937791049480438,0.016219940036535263,0.2937791049480438,0.2735438644886017,39.0,11.512723922729492,11.512724039182084,,,,,,,,,,,5,3,3,4,2,False,ReLU(),pedaling,4,True,run.py,federico,LOCAL
732a4356240c4141bfacce7cea652f9d,2,FINISHED,/home/federico/mlruns/2/732a4356240c4141bfacce7cea652f9d/artifacts,2022-03-08 15:10:39.458000+00:00,2022-03-08 16:57:25.017000+00:00,0.0,0.4000683128833771,0.2831437289714813,0.0,0.36493611335754395,0.33676671981811523,,,0.0,0.0,0.42052990198135376,0.6480504870414734,0.7068681120872498,0.0011402203235775232,0.4248623549938202,0.3647706210613251,34.0,,,0.0,0.1666666716337204,0.0,0.28323471546173096,0.28200575709342957,0.0,0.0,0.28311437368392944,1.0,0.0,5,3,3,4,2,True,ReLU(),pedaling,4,False,run.py,federico,LOCAL
22175e981dac4fb08ef3c03766742731,2,FINISHED,/home/federico/mlruns/2/22175e981dac4fb08ef3c03766742731/artifacts,2022-03-08 11:53:33.978000+00:00,2022-03-08 15:10:39.379000+00:00,4.112793707162351e-13,0.2751198709011078,0.2781922519207001,2.0169951844693344e-25,0.2737407088279724,0.24238674342632294,147.4341218915745,128.90902709960938,1.729737907811904e-13,1.881041283975151e-24,0.31368258595466614,0.552669107913971,0.5692959427833557,0.019703784957528114,0.2914527654647827,0.27409979701042175,36.0,10.684268951416016,11.75632318530996,0.5833333134651184,0.18603801727294922,0.0,0.2779441177845001,0.27784299850463867,0.375,0.0,0.2789284586906433,0.15789473056793213,0.0,5,3,3,4,2,True,ReLU(),pedaling,4,True,run.py,federico,LOCAL
18d9b0d7cd55471db7935c9865b538f4,2,FINISHED,/home/federico/mlruns/2/18d9b0d7cd55471db7935c9865b538f4/artifacts,2022-03-08 10:09:36.063000+00:00,2022-03-08 11:53:33.679000+00:00,0.0,0.2756681442260742,,0.0,0.2770071029663086,0.24818752706050873,,,0.0,0.0,0.3061540722846985,0.2770071029663086,0.2924937605857849,0.025706375017762184,0.2924937605857849,0.27470138669013977,34.0,,,,,,,,,,,,,5,3,3,4,2,False,,pedaling,4,False,run.py,federico,LOCAL
60078bc09a6a40f59708b7db782fe6b6,2,FINISHED,/home/federico/mlruns/2/60078bc09a6a40f59708b7db782fe6b6/artifacts,2022-03-08 08:08:30.371000+00:00,2022-03-08 10:09:36.044000+00:00,3.81760285867224e-13,0.28533485531806946,,7.018801157352115e-25,0.28695783019065857,0.20294444262981415,55.81435323619925,55.814353942871094,3.817602972026185e-13,7.018801247817112e-25,0.297666072845459,0.28695783019065857,0.28785592317581177,-0.002079159952700138,0.28785592317581177,0.2833769619464874,39.0,6.764778137207031,6.7647778928183016,,,,,,,,,,,5,5,3,4,1,False,ReLU(),pedaling,4,True,run.py,federico,LOCAL
0919ef3b59eb4f43a354700be2138a82,2,FINISHED,/home/federico/mlruns/2/0919ef3b59eb4f43a354700be2138a82/artifacts,2022-03-08 06:22:49.731000+00:00,2022-03-08 08:08:30.290000+00:00,0.0,0.284888356924057,0.2772858440876007,0.0,0.28194865584373474,0.20042425394058228,,,0.0,0.0,0.2904481887817383,0.5590404868125916,0.5663130879402161,0.0006763542187400162,0.2885904908180237,0.28377774357795715,34.0,,,0.0,0.17726190388202667,0.095238097012043,0.2773422598838806,0.27772319316864014,0.8999999761581421,0.03999999910593033,0.2770918607711792,0.019999999552965164,0.008333333767950535,5,5,3,4,1,True,ReLU(),pedaling,4,False,run.py,federico,LOCAL
cfb66d1e589e4b26bde1b8ca6497da93,2,FINISHED,/home/federico/mlruns/2/cfb66d1e589e4b26bde1b8ca6497da93/artifacts,2022-03-08 02:22:13.185000+00:00,2022-03-08 06:22:49.659000+00:00,2.1382667935240586e-11,0.28454750776290894,0.2772495150566101,2.5432413122508344e-21,0.28523561358451843,0.20718084275722504,33.5777541347357,33.577754974365234,2.1382668205505162e-11,2.5432412810166758e-21,0.2986973524093628,0.5626755356788635,0.5682526230812073,0.0004791655228473246,0.2902531921863556,0.28383567929267883,39.0,5.405697822570801,5.405698002167906,0.49166667461395264,0.16410154104232788,0.33636364340782166,0.2771848142147064,0.2779991626739502,0.0,0.008333333767950535,0.27743980288505554,0.1315789520740509,0.01666666753590107,5,5,3,4,1,True,ReLU(),pedaling,4,True,run.py,federico,LOCAL
0c0ebfa180db44518677dc7cf34c3f8b,2,FINISHED,/home/federico/mlruns/2/0c0ebfa180db44518677dc7cf34c3f8b/artifacts,2022-03-08 00:27:31.272000+00:00,2022-03-08 02:22:12.776000+00:00,0.0,0.2856580317020416,,0.0,0.2858981192111969,0.2055114209651947,,,0.0,0.0,0.2913283705711365,0.2858981192111969,0.28919923305511475,-0.00015492200327571481,0.28919923305511475,0.2849728763103485,38.0,,,,,,,,,,,,,5,5,3,4,1,False,,pedaling,4,False,run.py,federico,LOCAL
5f62c0fdbd5347248daa7655f756bea6,2,FINISHED,/home/federico/mlruns/2/5f62c0fdbd5347248daa7655f756bea6/artifacts,2022-03-07 22:36:39.882000+00:00,2022-03-08 00:27:31.244000+00:00,2.5063122219092606e-13,0.2925218641757965,,2.5101070826828148e-24,0.29156890511512756,0.18442517518997192,227.13487072686243,227.13487243652344,2.5063122150587036e-13,2.5101071390823883e-24,0.2909347712993622,0.29156890511512756,0.28851279616355896,0.0026453319005668163,0.28851279616355896,0.2925877869129181,34.0,14.662764549255371,14.662764437271855,,,,,,,,,,,5,3,3,4,1,False,ReLU(),pedaling,4,True,run.py,federico,LOCAL
436ae595795c4db4ae0df8c1a23b977b,2,FINISHED,/home/federico/mlruns/2/436ae595795c4db4ae0df8c1a23b977b/artifacts,2022-03-07 18:46:35.310000+00:00,2022-03-07 22:36:39.781000+00:00,0.0,0.28020209074020386,0.27777785062789917,0.0,0.2800613045692444,0.18655866384506226,,,0.0,0.0,0.284498393535614,0.5578391551971436,0.5621979832649231,0.010220208205282688,0.28442057967185974,0.28025251626968384,39.0,,,0.0,0.1666666716337204,0.0,0.27777785062789917,0.27777713537216187,0.0,0.0,0.27777785062789917,1.0,0.0,5,3,3,4,1,True,ReLU(),pedaling,4,False,run.py,federico,LOCAL
dffc884a3d1d4b0488502ba7cd08e569,2,FINISHED,/home/federico/mlruns/2/dffc884a3d1d4b0488502ba7cd08e569/artifacts,2022-03-07 16:48:58.484000+00:00,2022-03-07 18:46:35.035000+00:00,1.845826582561453e-13,0.2926784157752991,0.2760780453681946,1.7293422569320862e-24,0.2925984561443329,0.18366345763206482,221.48547921408763,221.4854736328125,1.845826551501173e-13,1.7293422976093104e-24,0.2911781370639801,0.5685665011405945,0.5659254789352417,0.000918361940421164,0.2881409227848053,0.2924337685108185,34.0,14.510878562927246,14.510878146173864,0.008333333767950535,0.1673046201467514,0.1090909093618393,0.2760581970214844,0.27778470516204834,0.824999988079071,0.0,0.27596786618232727,0.061403509229421616,0.0,5,3,3,4,1,True,ReLU(),pedaling,4,True,run.py,federico,LOCAL
3e69b180b7bb435ba005cb89f132fb28,2,FINISHED,/home/federico/mlruns/2/3e69b180b7bb435ba005cb89f132fb28/artifacts,2022-03-07 15:00:13.044000+00:00,2022-03-07 16:48:57.982000+00:00,0.0,0.2914658486843109,,0.0,0.29164084792137146,0.1767544150352478,,,0.0,0.0,0.28826817870140076,0.29164084792137146,0.290137380361557,-0.0040908511728048325,0.290137380361557,0.29142850637435913,34.0,,,,,,,,,,,,,5,3,3,4,1,False,,pedaling,4,False,run.py,federico,LOCAL
266dd1e7ab0c4d5199b92837e99a6e49,2,RUNNING,/home/federico/mlruns/2/266dd1e7ab0c4d5199b92837e99a6e49/artifacts,2022-03-07 15:00:11.434000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,4,4,False,,pedaling,4,False,run.py,federico,LOCAL
6756880bff2942f4a51179bbb86032da,2,RUNNING,/home/federico/mlruns/2/6756880bff2942f4a51179bbb86032da/artifacts,2022-03-07 15:00:09.829000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,4,False,,pedaling,4,False,run.py,federico,LOCAL
c21eb6327b4f482a9777c931959cec51,2,RUNNING,/home/federico/mlruns/2/c21eb6327b4f482a9777c931959cec51/artifacts,2022-03-07 14:04:59.395000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,4,2,False,,pedaling,4,False,run.py,federico,LOCAL
db585795f5dd4d3fa341b2e83e79c5c7,2,RUNNING,/home/federico/mlruns/2/db585795f5dd4d3fa341b2e83e79c5c7/artifacts,2022-03-07 13:46:53.894000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,2,False,,pedaling,4,False,run.py,federico,LOCAL
2cc0eb33b8ad427b96dd33029622db9c,2,FINISHED,/home/federico/mlruns/2/2cc0eb33b8ad427b96dd33029622db9c/artifacts,2022-03-04 20:46:08.530000+00:00,2022-03-05 08:06:34.873000+00:00,,,,,,,,,,,,,,-1.0,,inf,19.0,,,,,,,,,,,,,3,5,3,4,1,False,ReLU(),pedaling,4,True,run.py,federico,LOCAL
61374a7713ea41e792aee5e7870cf5d8,2,FINISHED,/home/federico/mlruns/2/61374a7713ea41e792aee5e7870cf5d8/artifacts,2022-03-02 22:12:31.170000+00:00,2022-03-04 20:46:07.544000+00:00,0.0,0.2729558050632477,0.27777785062789917,0.0,0.2728757858276367,0.20805498957633972,,,0.0,0.0,0.28726011514663696,0.5506536364555359,0.5586622357368469,0.0031585346441715956,0.28088441491127014,0.2729952335357666,39.0,,,0.0,0.1666666716337204,0.0,0.27777785062789917,0.27777713537216187,0.0,0.0,0.27777785062789917,1.0,0.0,3,5,3,4,1,True,ReLU(),pedaling,4,False,run.py,federico,LOCAL
3b27c4923521483c9855ffe3c4983e1c,2,FINISHED,/home/federico/mlruns/2/3b27c4923521483c9855ffe3c4983e1c/artifacts,2022-03-02 01:13:09.628000+00:00,2022-03-02 22:12:30.162000+00:00,,,,,,,,,,,,,,-1.0,,inf,19.0,,,0.0,0.1666666716337204,0.0,inf,,0.0,0.0,,1.0,0.0,3,5,3,4,1,True,ReLU(),pedaling,4,True,run.py,federico,LOCAL
8764660eb9e14759bf5dc1c8621a8732,2,FINISHED,/home/federico/mlruns/2/8764660eb9e14759bf5dc1c8621a8732/artifacts,2022-03-01 15:12:52.205000+00:00,2022-03-02 01:13:07.578000+00:00,0.0,0.4253464341163635,,0.0,0.4253382384777069,0.2146594524383545,,,0.0,0.0,0.38884517550468445,0.4253382384777069,0.42195114493370056,-0.0005621981108561158,0.42195114493370056,0.42469286918640137,38.0,,,,,,,,,,,,,3,5,3,4,1,False,,pedaling,4,False,run.py,federico,LOCAL
181408ce9ceb46a0b8e94c9fe236e7c9,2,FINISHED,/home/federico/mlruns/2/181408ce9ceb46a0b8e94c9fe236e7c9/artifacts,2022-03-01 04:46:50.602000+00:00,2022-03-01 15:12:50.131000+00:00,,,,,,,,,,,,,,-1.0,,inf,19.0,,,,,,,,,,,,,3,3,3,4,1,False,,pedaling,4,False,run.py,federico,LOCAL
cf89587a978442da8c17ba1d978d2d18,2,FINISHED,/home/federico/mlruns/2/cf89587a978442da8c17ba1d978d2d18/artifacts,2022-03-01 02:49:52.226000+00:00,2022-03-01 04:46:50.590000+00:00,1.1453754571864956e-12,0.2837315797805786,,4.683877401967862e-24,0.2841874659061432,0.19078317284584045,1.0075905249843204,1.0075905323028564,1.1453754611423506e-12,4.683877078047687e-24,0.29362186789512634,0.2841874659061432,0.2837914824485779,0.0038853671867400408,0.2837914824485779,0.28368866443634033,39.0,1.6930874586105347,1.6930873950484395,,,,,,,,,,,5,5,2,4,4,False,ReLU(),pedaling,4,True,run.py,federico,LOCAL
604ede8a9732453dbe536015bd210d3a,2,FINISHED,/home/federico/mlruns/2/604ede8a9732453dbe536015bd210d3a/artifacts,2022-03-01 00:04:50.536000+00:00,2022-03-01 02:49:52.168000+00:00,0.0,0.29910808801651,0.27777817845344543,0.0,0.31074729561805725,0.17011506855487823,,,0.0,0.0,0.2971840798854828,0.5885255932807922,0.5879104733467102,0.012851536273956299,0.31013286113739014,0.3005749583244324,34.0,,,0.0,0.16500000655651093,0.0,0.2777782380580902,0.27777713537216187,0.0,0.0,0.2777782082557678,0.9900000095367432,0.0,5,5,2,4,4,True,ReLU(),pedaling,4,False,run.py,federico,LOCAL
054f06ced0e447368bee64a5fe1c9648,2,FINISHED,/home/federico/mlruns/2/054f06ced0e447368bee64a5fe1c9648/artifacts,2022-02-28 21:01:04.953000+00:00,2022-03-01 00:04:50.484000+00:00,2.5204305919593197e-12,0.2834775447845459,0.2770129144191742,2.335039915152547e-24,0.2842586636543274,0.19080977141857147,0.3217121506128322,0.616410493850708,8.903287178688157e-13,1.7118075349576401e-23,0.29390907287597656,0.561093270778656,0.5603569149971008,0.010964722372591496,0.2826147973537445,0.28344401717185974,36.0,1.5179392099380493,1.394399560767565,0.05000000074505806,0.16521796584129333,0.12727272510528564,0.27699342370033264,0.27774205803871155,0.07500000298023224,0.05000000074505806,0.2768344581127167,0.6140350699424744,0.07500000298023224,5,5,2,4,4,True,ReLU(),pedaling,4,True,run.py,federico,LOCAL
0bf25905b8564bf0977aa9c5b7ddb29b,2,FINISHED,/home/federico/mlruns/2/0bf25905b8564bf0977aa9c5b7ddb29b/artifacts,2022-02-28 19:04:11.911000+00:00,2022-02-28 21:01:04.712000+00:00,0.0,0.28305065631866455,,0.0,0.2834045886993408,0.18642766773700714,,,0.0,0.0,0.28718504309654236,0.2834045886993408,0.2854629158973694,0.0033295927569270134,0.2854629158973694,0.2828666567802429,39.0,,,,,,,,,,,,,5,5,2,4,4,False,,pedaling,4,False,run.py,federico,LOCAL
8095da9507e140a1b2bb47972472643a,2,FINISHED,/home/federico/mlruns/2/8095da9507e140a1b2bb47972472643a/artifacts,2022-02-28 17:04:24.639000+00:00,2022-02-28 19:04:11.893000+00:00,3.473601711674374,0.34375253319740295,,5.152645111083984,0.3439410626888275,0.33802589774131775,17.071747896591564,17.071748733520508,3.473601818084717,5.152645312646185,0.41433992981910706,0.3439410626888275,0.3964933753013611,0.004005100578069687,0.3964933753013611,0.3432953953742981,39.0,3.0507655143737793,3.0507653877881866,,,,,,,,,,,5,3,2,4,4,False,ReLU(),pedaling,4,True,run.py,federico,LOCAL
11249e562cfe415e9b5d4e785620052e,2,FINISHED,/home/federico/mlruns/2/11249e562cfe415e9b5d4e785620052e/artifacts,2022-02-28 13:23:07.295000+00:00,2022-02-28 17:04:24.417000+00:00,0.0,0.38894739747047424,0.27632030844688416,0.0,0.38868680596351624,0.20070390403270721,,,0.0,0.0,0.3626309037208557,0.6651988625526428,0.6593347787857056,0.004884885624051094,0.38168978691101074,0.38713860511779785,37.0,,,0.12857143580913544,0.17424602806568146,0.523809552192688,0.27626195549964905,0.2776448428630829,0.02142857201397419,0.2199999988079071,0.2765120565891266,0.10999999940395355,0.0416666679084301,5,3,2,4,4,True,ReLU(),pedaling,4,False,run.py,federico,LOCAL
a20114d761364287b3b744342b9b37e2,2,FINISHED,/home/federico/mlruns/2/a20114d761364287b3b744342b9b37e2/artifacts,2022-02-28 11:37:44.787000+00:00,2022-02-28 13:23:07.221000+00:00,8109247.327736909,0.35768505930900574,0.27860698103904724,26336764624896.0,0.3576850891113281,0.34174856543540955,3.2090168361679288,3.209016799926758,8109247.5,26336764317226.848,0.43587300181388855,0.6362919807434082,0.6743692755699158,0.0,0.3964933753013611,0.35768505930900574,34.0,1.3908030986785889,1.3908030833161742,0.0,0.1666666716337204,0.0,0.27860698103904724,0.27787598967552185,0.0,1.0,0.27860692143440247,0.0,0.0,5,3,2,4,4,True,ReLU(),pedaling,4,True,run.py,federico,LOCAL
154622bc94834697877f71762fa95d99,2,FINISHED,/home/federico/mlruns/2/154622bc94834697877f71762fa95d99/artifacts,2022-02-28 09:41:27.705000+00:00,2022-02-28 11:37:44.498000+00:00,0.0,0.3868328034877777,,0.0,0.385898619890213,0.19784270226955414,,,0.0,0.0,0.3578159511089325,0.385898619890213,0.3821864128112793,0.006047045346349478,0.3821864128112793,0.3863186240196228,39.0,,,,,,,,,,,,,5,3,2,4,4,False,,pedaling,4,False,run.py,federico,LOCAL
43286eca057a44078af0688b307597ef,2,FINISHED,/home/federico/mlruns/2/43286eca057a44078af0688b307597ef/artifacts,2022-02-19 04:19:25.136000+00:00,2022-02-19 06:17:35.085000+00:00,7.248810849486835e-13,0.35044223070144653,,1.3534993394008504e-24,0.3497275710105896,0.1809728741645813,0.13722136174280486,0.13722136616706848,7.248810926507865e-13,1.3534993388810591e-24,0.32452651858329773,0.3497275710105896,0.33667993545532227,0.005154556594789028,0.33667993545532227,0.34954285621643066,39.0,1.3195538520812988,1.31955385743402,,,,,,,,,,,5,5,2,4,2,False,ReLU(),pedaling,4,True,run.py,federico,LOCAL
821df3dcf9b540a6847aabcd0c4c94de,2,FINISHED,/home/federico/mlruns/2/821df3dcf9b540a6847aabcd0c4c94de/artifacts,2022-02-19 01:32:46.334000+00:00,2022-02-19 04:19:25.077000+00:00,0.0,0.29510998725891113,0.27777785062789917,0.0,0.32335057854652405,0.17161156237125397,,,0.0,0.0,0.30513158440589905,0.6011284589767456,0.5878785848617554,-3.183002379109279e-16,0.3101004958152771,0.29866909980773926,34.0,,,0.0,0.1666666716337204,0.0,0.27777785062789917,0.27777713537216187,0.0,0.0,0.27777785062789917,1.0,0.0,5,5,2,4,2,True,ReLU(),pedaling,4,False,run.py,federico,LOCAL
