run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.weight_variance_var,metrics.final_weight_variance_skew,metrics.perfm_train_loss,metrics.perfm_val_loss_early_stop,metrics.weight_variance_skew,metrics.final_weight_variance_var,metrics.final_weight_variance_kurt,metrics.val_loss,metrics.perfm_val_loss,metrics.perfm_test_avg,metrics.weight_variance_kurt,metrics.train_loss,metrics.epoch,metrics.test_ami,metrics.best_perfm_val_loss,metrics.perfm_test_std,metrics.weight_variance_mean,metrics.cont_val_loss_early_stop,metrics.final_weight_variance_mean,metrics.best_cont_val_loss,metrics.rec_test_1,metrics.cont_val_loss,metrics.rec_test_3,metrics.cont_bal_acc,metrics.rec_test_4,metrics.rec_test_0,metrics.cont_train_loss,metrics.rec_test_2,metrics.rec_test_5,params.enc_k2,params.context_specific,params.mode,params.spec_kernel,params.enc_k1,params.multiple_performers,params.enc_kernel,params.spec_k2,params.spec_k1,params.activation,tags.mlflow.user,tags.mlflow.source.type,tags.mlflow.source.name
914c156057e34dd8be7f6e3af4b502bd,0,FINISHED,/home/federico/mlruns/0/914c156057e34dd8be7f6e3af4b502bd/artifacts,2021-12-18 06:16:06.788000+00:00,2021-12-18 09:07:46.182000+00:00,0.0,,0.12404131144285202,0.12671861052513123,,0.0,,0.1263761967420578,0.1263761967420578,0.12023204565048218,,0.12404131144285202,34.0,0.024181252345442772,0.12674738466739655,0.0944121703505516,0.0,,0.0,,,,,,,,,,,3,False,velocity,5,4,False,5,4,4,,federico,LOCAL,run.py
fa70b8ce57374146b057ad1aa43b6eff,0,FINISHED,/home/federico/mlruns/0/fa70b8ce57374146b057ad1aa43b6eff/artifacts,2021-12-18 03:07:54.660000+00:00,2021-12-18 06:16:06.764000+00:00,2.8697311454245478e-12,11.576154497119342,0.12278754264116287,0.12282843142747879,11.576154708862305,2.8697310830406293e-12,132.0073529411764,0.1228182390332222,0.1228182390332222,0.11727911233901978,132.00735473632812,0.12278754264116287,34.0,0.014941427856683731,0.12285594642162323,0.0939616933465004,1.4526170843964792e-07,,1.4526170811981725e-07,,,,,,,,,,,3,False,velocity,3,4,True,5,4,4,ReLU(),federico,LOCAL,run.py
8521e522df284a9d98ce6d1aceaf22d1,0,FINISHED,/home/federico/mlruns/0/8521e522df284a9d98ce6d1aceaf22d1/artifacts,2021-12-17 20:40:07.588000+00:00,2021-12-18 03:07:54.393000+00:00,0.0,,0.12255775928497314,0.12341096252202988,,0.0,,0.40113627910614014,0.12335851788520813,0.11905231326818466,,0.40033552050590515,39.0,0.006258166395127773,0.12347537279129028,0.09041104465723038,0.0,0.27777788043022156,0.0,0.27777788043022156,0.0,0.2777778208255768,0.0,0.1666666716337204,0.0,1.0,0.2777771055698395,0.0,0.0,3,True,velocity,3,4,False,5,4,4,ReLU(),federico,LOCAL,run.py
4351419d4f984d2ebb4fbebe41d07408,0,FINISHED,/home/federico/mlruns/0/4351419d4f984d2ebb4fbebe41d07408/artifacts,2021-12-17 17:29:22.801000+00:00,2021-12-17 20:40:07.311000+00:00,2.8697311454245478e-12,11.576154497119342,0.12278754264116287,0.12282843142747879,11.576154708862305,2.8697310830406293e-12,132.0073529411764,0.4040146470069885,0.1228182390332222,0.11727911233901978,132.00735473632812,0.39970406889915466,34.0,0.011667964048683643,0.12285594642162323,0.0939616933465004,1.4526170843964792e-07,0.2809351980686188,1.4526170811981725e-07,0.2802501320838928,0.03846153989434242,0.2811962962150574,0.02500000037252903,0.15788663923740387,0.125,0.13385826349258423,0.2769162356853485,0.5416666865348816,0.0833333358168602,3,True,velocity,3,4,True,5,4,4,ReLU(),federico,LOCAL,run.py
309c559a690e4a3081273479d3b51963,0,FINISHED,/home/federico/mlruns/0/309c559a690e4a3081273479d3b51963/artifacts,2021-12-17 14:37:47.341000+00:00,2021-12-17 17:29:22.051000+00:00,0.0,,0.12416250258684158,0.1240118145942688,,0.0,,0.12413135170936584,0.12413135170936584,0.11901514232158661,,0.12416250258684158,34.0,0.01661079190671444,0.12398955225944519,0.09232938289642334,0.0,,0.0,,,,,,,,,,,3,False,velocity,3,4,False,5,4,4,,federico,LOCAL,run.py
4a732c0414a34ab28355ebf2b8d4d888,0,FINISHED,/home/federico/mlruns/0/4a732c0414a34ab28355ebf2b8d4d888/artifacts,2021-12-17 11:09:55.483000+00:00,2021-12-17 14:37:47.325000+00:00,1.253097777452472e-12,9.080076823360997,0.12049844115972519,0.12112186849117279,9.080077171325684,1.2530977820132723e-12,86.12020393865598,0.12102360278367996,0.12102360278367996,0.11460158973932266,86.12020111083984,0.12049844115972519,39.0,0.00420130230486393,0.12114916741847992,0.09080550819635391,6.031273187545594e-07,,6.031273044526431e-07,,,,,,,,,,,3,False,velocity,5,4,True,5,2,4,ReLU(),federico,LOCAL,run.py
22b5d51c7e5e415b955c9d685cb45a9e,0,FINISHED,/home/federico/mlruns/0/22b5d51c7e5e415b955c9d685cb45a9e/artifacts,2021-12-17 04:43:55.087000+00:00,2021-12-17 11:09:55.368000+00:00,0.0,,0.12255781143903732,0.12337740510702133,,0.0,,0.40115222334861755,0.12335840612649918,0.11903393268585205,,0.4003353714942932,39.0,0.008489981293678284,0.12346561998128891,0.09038705378770828,0.0,0.2777946889400482,0.0,0.27779385447502136,0.0,0.27779385447502136,0.03076923079788685,0.17179487645626068,0.0,1.0,0.2777771055698395,0.0,0.0,3,True,velocity,5,4,False,5,2,4,ReLU(),federico,LOCAL,run.py
57fc6a0194d345bfa6bc77d1940ae12d,0,FINISHED,/home/federico/mlruns/0/57fc6a0194d345bfa6bc77d1940ae12d/artifacts,2021-12-17 01:36:07.408000+00:00,2021-12-17 04:43:54.827000+00:00,2.7407167247500697e-12,8.43843582070407,0.12097249925136566,0.12183292955160141,8.438435554504395,2.7407167397434804e-12,76.84594222778193,0.3993382155895233,0.12188462167978287,0.11465221643447876,76.84593963623047,0.3987150192260742,34.0,7.648282189620659e-05,0.12108581513166428,0.09182363003492355,9.157835165751749e-07,0.27764976024627686,9.157835264695732e-07,0.27767807245254517,0.05384615436196327,0.27745354175567627,0.0833333358168602,0.1645408570766449,0.18333333730697632,0.14173229038715363,0.2777422070503235,0.3166666626930237,0.2083333283662796,3,True,velocity,5,4,True,5,2,4,ReLU(),federico,LOCAL,run.py
3fbf2a40da7e417aad50007fcec6a164,0,FINISHED,/home/federico/mlruns/0/3fbf2a40da7e417aad50007fcec6a164/artifacts,2021-12-16 22:17:53.701000+00:00,2021-12-17 01:36:06.652000+00:00,0.0,,0.1210007295012474,0.12109272927045822,,0.0,,0.12014355510473251,0.12014355510473251,0.11706719547510147,,0.1210007295012474,39.0,0.00804611574858427,0.12109272927045822,0.08902253210544586,0.0,,0.0,,,,,,,,,,,3,False,velocity,5,4,False,5,2,4,,federico,LOCAL,run.py
036a19b21d4a42bfb86b88d87ebbf387,0,RUNNING,/home/federico/mlruns/0/036a19b21d4a42bfb86b88d87ebbf387/artifacts,2021-12-16 03:21:13.406000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,False,velocity,5,4,False,5,2,4,,federico,LOCAL,run.py
